,id,old_id,order,page_number,entry,gloss,created_at,updated_at,created_by,updated_by,lexicon_id,extra_data
603,2826,0604,6040,407,"gha gha, ghe ghe, ghi ghi","to cackle, <b>gaggle</b> (of geese)",2015-04-16 08:11:23,2015-04-16 08:11:23,loader,loader,1,
604,2827,0605,6050,407-9,ghabh-,"to take, grab, seize",2015-04-16 08:11:23,2015-04-16 08:11:23,loader,loader,1,
605,2828,0606,6060,409,"ghabh(o)lo-, masc., ghabh(o)lā fem.","branch, fork",2015-04-16 08:11:27,2015-04-16 08:11:27,loader,loader,1,
606,2829,0607,6070,409,g̑hāg<sup>u̯</sup>h-,young bird/animal,2015-04-16 08:11:27,2015-04-16 08:11:27,loader,loader,1,
607,2830,0608,6080,409-10,"ghaido-, or g̑haido-","<b>goat</b>, kid",2015-04-16 08:11:27,2015-04-16 08:11:27,loader,loader,1,
608,2831,0609,6090,410,ghais-,"to stick, be fixed to",2015-04-16 08:11:28,2015-04-16 08:11:28,loader,loader,1,
609,2832,0610,6100,410,"g̑haiso-, or g̑həiso- : g̑hēiso-","dart; staff, stick",2015-04-16 08:11:28,2015-04-16 08:11:28,loader,loader,1,
610,2833,0611,6110,410,ghait-ā,curly/wavy hair,2015-04-16 08:11:29,2015-04-16 08:11:29,loader,loader,1,
611,2834,0612,6120,411,"g̑hal-, g̑hal-ar-","flaw, defect; harm",2015-04-16 08:11:29,2015-04-16 08:11:29,loader,loader,1,
612,2835,0613,6130,411,g̑halg(h)-,flexible twig,2015-04-16 08:11:29,2015-04-16 08:11:29,loader,loader,1,
613,2836,0614,6140,411,g̑han-,to yawn,2015-04-16 08:11:29,2015-04-16 08:11:29,loader,loader,1,
614,2837,0615,6150,412,g̑han-s-,<b>goose</b>,2015-04-16 08:11:29,2015-04-16 08:11:29,loader,loader,1,
615,2838,0616,6160,412-13,"1. g̑hasto-, g̑hazdho-","pole, rod, <b>gad</b>; twig",2015-04-16 08:11:30,2015-04-16 08:11:30,loader,loader,1,
616,2839,0617,6170,413,2. g̑hasto-,"arm, hand",2015-04-16 08:11:31,2015-04-16 08:11:31,loader,loader,1,
617,2840,0618,6180,413-14,"g̑hau-, g̑hau̯ə-",to call,2015-04-16 08:11:31,2015-04-16 08:11:31,loader,loader,1,
618,2841,0619,6190,414,ghau̯o-,false,2015-04-16 08:11:32,2015-04-16 08:11:32,loader,loader,1,
619,2842,0620,6200,414-16,"g̑hðem-, g̑hðom-, genitive-ablative g̑h(ð)m-és","earth, ground, soil, <b>humus</b>",2015-04-16 08:11:32,2015-04-16 08:11:32,loader,loader,1,
620,2843,0621,6210,416,"g̑hði̯és, zero-grade g̑hðis, simplified to g̑hðés, g̑hi̯és, g̑hés",<b>yesterday</b>,2015-04-16 08:11:35,2015-04-16 08:11:35,loader,loader,1,
621,2844,0622,6220,416-17,"g̑hðū-, or g̑hi̯ū-?","fish, <b>ichthyoid</b>",2015-04-16 08:11:36,2015-04-16 08:11:36,loader,loader,1,
622,2845,0623,6230,417-18,"ghe-, gho-",(enclitic (emphatic?) particle),2015-04-16 08:11:36,2015-04-16 08:11:36,loader,loader,1,
623,2846,0624,6240,418-19,"1. g̑hē-, g̑hēi-","to lack, be empty; leave, <b>go</b> out",2015-04-16 08:11:36,2015-04-16 08:11:36,loader,loader,1,
624,2847,0625,6250,419-22,"2. g̑hē- : ghə-, and g̑hēi- : g̑hī-","to <b>gape</b>, <b>yawn</b>",2015-04-16 08:11:39,2015-04-16 08:11:39,loader,loader,1,
625,2848,0626,6260,423,"ghebh-el-, ghebh-<sub>e</sub>l-, ghebh-elo-","<b>gable</b>, head",2015-04-16 08:11:41,2015-04-16 08:11:41,loader,loader,1,
626,2849,0627,6270,423,ghed-,"to defecate; hole, opening",2015-04-16 08:11:42,2015-04-16 08:11:42,loader,loader,1,
627,2850,0628,6280,423-24,"ghedh-, ghodh-","to join, unite, <b>gather</b>, make a bond",2015-04-16 08:11:42,2015-04-16 08:11:42,loader,loader,1,
628,2851,0629,6290,424,ghegh-,"to bend, curve",2015-04-16 08:11:45,2015-04-16 08:11:45,loader,loader,1,
629,2852,0630,6300,424,g̑(h)eg̑h-,ferret (or similar carnivorous mammal),2015-04-16 08:11:45,2015-04-16 08:11:45,loader,loader,1,
630,2853,0631,6310,424-25,"1. g̑hei-, g̑hēi-","to <b>goad</b>, drive; to throw, wound",2015-04-16 08:11:45,2015-04-16 08:11:45,loader,loader,1,
631,2854,0632,6320,425-26,2. g̑hei- : g̑hi-,snow; winter,2015-04-16 08:11:45,2015-04-16 08:11:45,loader,loader,1,
632,2855,0633,6330,426-27,gheidh-,"to desire, yearn for",2015-04-16 08:11:45,2015-04-16 08:11:45,loader,loader,1,
633,2856,0634,6340,427,gheig̑h-,"to desire, yearn for",2015-04-16 08:11:46,2015-04-16 08:11:46,loader,loader,1,
634,2857,0635,6350,427,"gheis-, and g̑heiz-d-","shocked, <b>aghast</b>, confused",2015-04-16 08:11:46,2015-04-16 08:11:46,loader,loader,1,
635,2858,0636,6360,428,ghel-,"to <b>yell</b>, call, cry",2015-04-16 08:11:47,2015-04-16 08:11:47,loader,loader,1,
636,2859,0637,6370,429-34,"1. g̑hel-, and ghel-?, also as i-, u-, or n-stem; g̑helə-, g̑hlē-, g̑hlō-, g̑hlə-","to shine, <b>glare</b>, <b>glow</b>; <b>gold</b>, <b>yellow</b>, bright color",2015-04-16 08:11:48,2015-04-16 08:11:48,loader,loader,1,
637,2860,0638,6380,434,2. g̑hel-,to cut?,2015-04-16 08:11:55,2015-04-16 08:11:55,loader,loader,1,
638,2861,0639,6390,434,g̑hēlā,wine?,2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
639,2862,0640,6400,434,gheldh-,"to desire, wish for",2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
640,2863,0641,6410,435,ghel(ē̆)g̑h-,(type of metal),2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
641,2864,0642,6420,435,gheləd-,"hail, ice",2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
642,2865,0643,6430,435,ghelg̑h-,gland,2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
643,2866,0644,6440,435,"ghel-ond-, ghol-n̥d-","stomach, intestines",2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
644,2867,0645,6450,435,"ghel-ōu-, ghelū-","turtle, tortoise",2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
645,2868,0646,6460,436,"ghel-tō, Germanic and ghel-dhō Slavic","to cost, pay, be worth",2015-04-16 08:11:56,2015-04-16 08:11:56,loader,loader,1,
646,2869,0647,6470,436,ghelunā,"jaw, <b>gill</b>",2015-04-16 08:11:57,2015-04-16 08:11:57,loader,loader,1,
647,2870,0648,6480,436-37,ghen-,"to grind, crack open, <b>gnaw</b> to pieces",2015-04-16 08:11:57,2015-04-16 08:11:57,loader,loader,1,
648,2871,0649,6490,437-38,"ghend-, and ghed-","to <b>get</b>, grasp, seize",2015-04-16 08:11:58,2015-04-16 08:11:58,loader,loader,1,
649,2872,0650,6500,438,"ghendh-, gh<sub>o</sub>ndh-","boil, abscess",2015-04-16 08:12:03,2015-04-16 08:12:03,loader,loader,1,
650,2873,0651,6510,438-39,g̑hengh-,"to step, stride, march",2015-04-16 08:12:03,2015-04-16 08:12:03,loader,loader,1,
651,2874,0652,6520,439,1. gher-,"(onomatopoeic: to snarl, rattle, etc.)",2015-04-16 08:12:05,2015-04-16 08:12:05,loader,loader,1,
652,2875,0653,6530,439-40,2. gher-,"to rub, stroke hard",2015-04-16 08:12:05,2015-04-16 08:12:05,loader,loader,1,
653,2876,0654,6540,440,"3. gher-, ghrē- : ghrō- : ghrə-","to come out, jut out",2015-04-16 08:12:05,2015-04-16 08:12:05,loader,loader,1,
654,2877,0655,6550,440-41,1. g̑her-,"to desire, <b>yearn</b> for",2015-04-16 08:12:06,2015-04-16 08:12:06,loader,loader,1,
655,2878,0656,6560,441,2. g̑her-,"to <b>gash</b>, slit, scrape, scratch",2015-04-16 08:12:07,2015-04-16 08:12:07,loader,loader,1,
656,2879,0657,6570,441-42,"3. g̑her-, and g̑herə-, g̑hrē-","to beam, shine, shimmer",2015-04-16 08:12:08,2015-04-16 08:12:08,loader,loader,1,
657,2880,0658,6580,442-43,4. g̑her-,"to grab, grip, seize",2015-04-16 08:12:09,2015-04-16 08:12:09,loader,loader,1,
658,2881,0659,6590,443,"5. g̑her-, g̑hor-nā",bowels,2015-04-16 08:12:11,2015-04-16 08:12:11,loader,loader,1,
659,2882,0660,6600,443,"6. g̑her-, g̑herə- : g̑hrē-?","short, small",2015-04-16 08:12:12,2015-04-16 08:12:12,loader,loader,1,
660,2883,0661,6610,443,7. g̑her-,"to stiffen, stand out",2015-04-16 08:12:12,2015-04-16 08:12:12,loader,loader,1,
661,2884,0662,6620,444,"g̑herdh-, and gherdh-","to <b>gird</b>, enclose, encompass",2015-04-16 08:12:12,2015-04-16 08:12:12,loader,loader,1,
662,2885,0663,6630,445,"1. ghers-, ghres-","horror, disgust, revulsion",2015-04-16 08:12:14,2015-04-16 08:12:14,loader,loader,1,
663,2886,0664,6640,445,2. ghers-,"(type of weed, e.g. goat's foot)",2015-04-16 08:12:14,2015-04-16 08:12:14,loader,loader,1,
664,2887,0665,6650,445-46,g̑hers-,"to stiffen, bristle, stand out",2015-04-16 08:12:14,2015-04-16 08:12:14,loader,loader,1,
665,2888,0666,6660,446,gherto-,"milk, butter",2015-04-16 08:12:16,2015-04-16 08:12:16,loader,loader,1,
666,2889,0667,6670,446,"g̑herzd(h), genitive g̑hr̥zd(h)-es, g̑herzdā","barley, prickly grain",2015-04-16 08:12:16,2015-04-16 08:12:16,loader,loader,1,
667,2890,0668,6680,446,g̑héslo-,"thousand, <b>chiliad</b>",2015-04-16 08:12:16,2015-04-16 08:12:16,loader,loader,1,
668,2891,0669,6690,447,"g̑hesor-, g̑hesr-",hand,2015-04-16 08:12:17,2015-04-16 08:12:17,loader,loader,1,
669,2892,0670,6700,447,g̑hesto-,"arm, hand",2015-04-16 08:12:18,2015-04-16 08:12:18,loader,loader,1,
670,2893,0671,6710,447-48,1. g̑heu-,"to <b>gush</b>, pour, <b>found</b>",2015-04-16 08:12:18,2015-04-16 08:12:18,loader,loader,1,
671,2894,0672,6720,448,"2. g̑heu-, g̑heu-d-","to die, disappear, get away",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
672,2895,0673,6730,449,g̑hēu- : g̑hō(u)- : g̑həu-,"to gape, yawn",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
673,2896,0674,6740,450,gheub(h)-,"to bend, move",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
674,2897,0675,6750,450,"gheug̑h-, ghū̆g̑h-","to conceal, do secretly",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
675,2898,0676,6760,451,"gheu̯ei̯ā, g̑heu̯ei̯ā","pit, hollow",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
676,2899,0677,6770,451,ghlādh-,"bright, brilliant",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
677,2900,0678,6780,451,g̑hlād-,"to call, sound",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
678,2901,0679,6790,451,ghleu-,"to be happy, joyful, <b>gleeful</b>",2015-04-16 08:12:22,2015-04-16 08:12:22,loader,loader,1,
679,2902,0680,6800,451-52,g̑hō,behind; towards,2015-04-16 08:12:23,2015-04-16 08:12:23,loader,loader,1,
680,2903,0681,6810,452,ghoilo-s,"foaming, turbulent, frothing up",2015-04-16 08:12:23,2015-04-16 08:12:23,loader,loader,1,
681,2904,0682,6820,452,ghom-,stall,2015-04-16 08:12:24,2015-04-16 08:12:24,loader,loader,1,
682,2905,0683,6830,452,ghō̆s-,to eat,2015-04-16 08:12:24,2015-04-16 08:12:24,loader,loader,1,
683,2906,0684,6840,453,ghosti-s,"<b>guest</b>, stranger",2015-04-16 08:12:24,2015-04-16 08:12:24,loader,loader,1,
684,2907,0685,6850,453,ghou̯(ē)-,"to <b>gawk</b>, be aware of, pay attention to",2015-04-16 08:12:26,2015-04-16 08:12:26,loader,loader,1,
685,2908,0686,6860,453-54,ghou-ro-s,"frightened, frightening",2015-04-16 08:12:27,2015-04-16 08:12:27,loader,loader,1,
686,2909,0687,6870,454,ghous-,"to sound, hear",2015-04-16 08:12:27,2015-04-16 08:12:27,loader,loader,1,
687,2910,0688,6880,454,ghrē- : ghrō- : ghrə-,"to <b>grow</b>, become green",2015-04-16 08:12:27,2015-04-16 08:12:27,loader,loader,1,
688,2911,0689,6890,455,"1. ghrebh-, gherbh-, root extension ghrebhā-","to <b>grab</b>, <b>grasp</b>",2015-04-16 08:12:29,2015-04-16 08:12:29,loader,loader,1,
689,2912,0690,6900,455-56,2. ghrebh-,"to dig, <b>grub</b>, <b>grave</b>, scratch",2015-04-16 08:12:30,2015-04-16 08:12:30,loader,loader,1,
690,2913,0691,6910,456-57,ghredh-,"to stride, march",2015-04-16 08:12:31,2015-04-16 08:12:31,loader,loader,1,
691,2914,0692,6920,457,"ghrēi- : ghrəi- : ghrī-, and lit. ghrei-",to smear over,2015-04-16 08:12:34,2015-04-16 08:12:34,loader,loader,1,
692,2915,0693,6930,457-58,ghreib-,"to <b>grip</b>, grab",2015-04-16 08:12:35,2015-04-16 08:12:35,loader,loader,1,
693,2916,0694,6940,458,1. ghrem-,"to rub, scratch",2015-04-16 08:12:35,2015-04-16 08:12:35,loader,loader,1,
694,2917,0695,6950,458-59,2. ghrem-,"to <b>grumble</b>; resound, thunder",2015-04-16 08:12:35,2015-04-16 08:12:35,loader,loader,1,
695,2918,0696,6960,459,ghren-,"to <b>grind</b>, rub, stroke hard",2015-04-16 08:12:37,2015-04-16 08:12:37,loader,loader,1,
696,2919,0697,6970,459-60,ghrendh-,beam,2015-04-16 08:12:38,2015-04-16 08:12:38,loader,loader,1,
697,2920,0698,6980,460,1. ghrēu- : ghrəu- : ghrū-,"to collapse, fall down",2015-04-16 08:12:38,2015-04-16 08:12:38,loader,loader,1,
698,2921,0699,6990,460-62,2. ghrēu- : ghrəu- : ghrū-,"to crush, rub sharply",2015-04-16 08:12:38,2015-04-16 08:12:38,loader,loader,1,
699,2922,0700,7000,462,ghroud-,"(round body part, e.g. cheek, bosom)",2015-04-16 08:12:40,2015-04-16 08:12:40,loader,loader,1,
700,2923,0701,7010,463-65,"g<sup>u̯</sup>ā-, g<sup>u̯</sup>em-","to <b>come</b>, go",2015-04-16 08:12:40,2015-04-16 08:12:40,loader,loader,1,
701,2924,0702,7020,465,g<sup>u̯</sup>ā̆dh-,"to dive, sink, submerge",2015-04-16 08:12:46,2015-04-16 08:12:46,loader,loader,1,
702,2925,0703,7030,465-66,"1. g<sup>u̯</sup>ēbh-, or g<sup>u̯</sup>ābh-?, g<sup>u̯</sup>əbh-","to plunge, dive in",2015-04-16 08:12:46,2015-04-16 08:12:46,loader,loader,1,
703,2926,0704,7040,466,2. g<sup>u̯</sup>ēb(h)-,slimy; frog,2015-04-16 08:12:47,2015-04-16 08:12:47,loader,loader,1,
704,2927,0705,7050,466-67,g<sup>u̯</sup>edh-,"to hit, push; harm, injure",2015-04-16 08:12:47,2015-04-16 08:12:47,loader,loader,1,
705,2928,0706,7060,467,1. g<sup>u̯</sup>ei-,"to cry, weep, complain",2015-04-16 08:12:47,2015-04-16 08:12:47,loader,loader,1,
706,2929,0707,7070,467,2. g<sup>u̯</sup>ei-,"to enclose, push together",2015-04-16 08:12:47,2015-04-16 08:12:47,loader,loader,1,
707,2930,0708,7080,467-69,"3. g<sup>u̯</sup>ei̯-, and g<sup>u̯</sup>ei̯ə-","to live, <b>survive</b>",2015-04-16 08:12:47,2015-04-16 08:12:47,loader,loader,1,
708,2931,0709,7090,469,"g<sup>u̯</sup>ēi-, or g<sup>u̯</sup>ei̯ə- : g<sup>u̯</sup>ī-","hide, skin",2015-04-16 08:12:53,2015-04-16 08:12:53,loader,loader,1,
709,2932,0710,7100,469,g<sup>u̯</sup>eid(h)-,mud,2015-04-16 08:12:53,2015-04-16 08:12:53,loader,loader,1,
710,2933,0711,7110,469-70,g<sup>u̯</sup>ei̯ə-,"to prevail, overpower, be mighty",2015-04-16 08:12:53,2015-04-16 08:12:53,loader,loader,1,
711,2934,0712,7120,470-71,1. g<sup>u̯</sup>el-,"to stab; pain, death, <b>quell</b>",2015-04-16 08:12:53,2015-04-16 08:12:53,loader,loader,1,
712,2935,0713,7130,471-72,"2. g<sup>u̯</sup>el-, g<sup>u̯</sup>elə-, g<sup>u̯</sup>lē-","to flow, drip down; throw",2015-04-16 08:12:55,2015-04-16 08:12:55,loader,loader,1,
713,2936,0714,7140,472-73,"3. g<sup>u̯</sup>el-, g<sup>u̯</sup><sub>e</sub>l-, g<sup>u̯</sup>lā-","acorn, <b>valonia</b>; oak?",2015-04-16 08:12:59,2015-04-16 08:12:59,loader,loader,1,
714,2937,0715,7150,473,g<sup>u̯</sup>elbh-,"womb, uterus; young animal",2015-04-16 08:13:00,2015-04-16 08:13:00,loader,loader,1,
715,2938,0716,7160,473,g<sup>u̯</sup>em-,"to go, come",2015-04-16 08:13:00,2015-04-16 08:13:00,loader,loader,1,
716,2939,0717,7170,473-74,g<sup>u̯</sup>ē̆nā,"wife, <b>queen</b>, woman",2015-04-16 08:13:00,2015-04-16 08:13:00,loader,loader,1,
717,2940,0718,7180,474-76,"1. g<sup>u̯</sup>er-, g<sup>u̯</sup>erə-","to swallow; <b>craw</b>, <b>gorge</b>, throat",2015-04-16 08:13:02,2015-04-16 08:13:02,loader,loader,1,
718,2941,0719,7190,476-77,"2. g<sup>u̯</sup>er-, g<sup>u̯</sup>erə-, g<sup>u̯</sup>erəu-, g<sup>u̯</sup>erī-","<b>grave</b>, heavy",2015-04-16 08:13:04,2015-04-16 08:13:04,loader,loader,1,
719,2942,0720,7200,477-78,"3. g<sup>u̯</sup>er-, g<sup>u̯</sup>or-",mountain,2015-04-16 08:13:07,2015-04-16 08:13:07,loader,loader,1,
720,2943,0721,7210,478,4. g<sup>u̯</sup>er(ə)-,"to praise, <b>congratulate</b>, raise one's voice",2015-04-16 08:13:07,2015-04-16 08:13:07,loader,loader,1,
721,2944,0722,7220,479,"g̑u̯er-, g̑u̯erə-","to burn, be hot",2015-04-16 08:13:09,2015-04-16 08:13:09,loader,loader,1,
722,2945,0723,7230,479,g<sup>u̯</sup>eru-,"pole, spit",2015-04-16 08:13:09,2015-04-16 08:13:09,loader,loader,1,
723,2946,0724,7240,479-80,"g<sup>u̯</sup>es-, zg<sup>u̯</sup>es-","to quench, extinguish",2015-04-16 08:13:09,2015-04-16 08:13:09,loader,loader,1,
724,2947,0725,7250,480,"gu̯es-, gȗos-, gus-, extended gu̯oz-do-","leaves, branches",2015-04-16 08:13:09,2015-04-16 08:13:09,loader,loader,1,
725,2948,0726,7260,480,1. g<sup>u̯</sup>et-,resin,2015-04-16 08:13:09,2015-04-16 08:13:09,loader,loader,1,
726,2949,0727,7270,480-81,2. g<sup>u̯</sup>et-,"to speak, talk",2015-04-16 08:13:10,2015-04-16 08:13:10,loader,loader,1,
727,2950,0728,7280,481,gu̯et-,swelling,2015-04-16 08:13:11,2015-04-16 08:13:11,loader,loader,1,
728,2951,0729,7290,481,"g<sup>u̯</sup>ii̯ā, g<sup>u̯</sup>ii̯ós",sinew,2015-04-16 08:13:11,2015-04-16 08:13:11,loader,loader,1,
729,2952,0730,7300,481,g<sup>u̯</sup>is-ti-s,finger,2015-04-16 08:13:11,2015-04-16 08:13:11,loader,loader,1,
730,2953,0731,7310,482,g<sup>u̯</sup>īu̯-,resin,2015-04-16 08:13:11,2015-04-16 08:13:11,loader,loader,1,
731,2954,0732,7320,482,g<sup>u̯</sup>l̥tur(os),vulture,2015-04-16 08:13:11,2015-04-16 08:13:11,loader,loader,1,
732,2955,0733,7330,482,g<sup>u̯</sup>or-g<sup>u̯</sup>(or)o-,"dirt, dung",2015-04-16 08:13:11,2015-04-16 08:13:11,loader,loader,1,
733,2956,0734,7340,482-83,g<sup>u̯</sup>ou-,"<b>cow</b>, ox, <b>gaur</b>",2015-04-16 08:13:11,2015-04-16 08:13:11,loader,loader,1,
734,2957,0735,7350,483-85,"g<sup>u̯</sup>ōu-, g<sup>u̯</sup>ū-","dirt, dung",2015-04-16 08:13:14,2015-04-16 08:13:14,loader,loader,1,
735,2958,0736,7360,485,"gu̯ozd(h)o-, gu̯ozd(h)i-","nail, penis",2015-04-16 08:13:14,2015-04-16 08:13:14,loader,loader,1,
736,2959,0737,7370,485,g<sup>u̯</sup>rebh-,"young, embryo",2015-04-16 08:13:14,2015-04-16 08:13:14,loader,loader,1,
737,2960,0738,7380,485,g<sup>u̯</sup>reig̑-,"to sleep, dream",2015-04-16 08:13:14,2015-04-16 08:13:14,loader,loader,1,
738,2961,0739,7390,485,g<sup>u̯</sup>rendh-,to swell; breast,2015-04-16 08:13:14,2015-04-16 08:13:14,loader,loader,1,
739,2962,0740,7400,485,g<sup>u̯</sup>retso-,"big, thick, <b>gross</b>",2015-04-16 08:13:14,2015-04-16 08:13:14,loader,loader,1,
740,2963,0741,7410,485-86,"g<sup>u̯</sup>rēug̑h-, g<sup>u̯</sup>rū̆g̑h-","to bite, grind one's teeth",2015-04-16 08:13:15,2015-04-16 08:13:15,loader,loader,1,
741,2964,0742,7420,487,g<sup>u̯</sup>hðei(ə)-,"to destroy, perish",2015-04-16 08:13:15,2015-04-16 08:13:15,loader,loader,1,
742,2965,0743,7430,487-88,g<sup>u̯</sup>hðer-,"to flow, run",2015-04-16 08:13:15,2015-04-16 08:13:15,loader,loader,1,
743,2966,0744,7440,488,g<sup>u̯</sup>hedh-,"to ask, beg, wish for",2015-04-16 08:13:15,2015-04-16 08:13:15,loader,loader,1,
744,2967,0745,7450,488-89,"*g<sup>u̯</sup>hēi- : g<sup>u̯</sup>həi-, g<sup>u̯</sup>həi-d- : g<sup>u̯</sup>hīd-","bright, shining",2015-04-16 08:13:16,2015-04-16 08:13:16,loader,loader,1,
745,2968,0746,7460,489,g<sup>u̯</sup>heiə- : g<sup>u̯</sup>hī-,"vein, sinew, tendon",2015-04-16 08:13:16,2015-04-16 08:13:16,loader,loader,1,
746,2969,0747,7470,489,g<sup>u̯</sup>hel-,"to want, wish",2015-04-16 08:13:17,2015-04-16 08:13:17,loader,loader,1,
747,2970,0748,7480,489-90,g̑hu̯el-,"to bend, swerve",2015-04-16 08:13:17,2015-04-16 08:13:17,loader,loader,1,
748,2971,0749,7490,490,g̑hu̯elg-,"to glance, look at",2015-04-16 08:13:17,2015-04-16 08:13:17,loader,loader,1,
749,2972,0750,7500,490,g<sup>u̯</sup>hemb-,"to hop, spring (happily)",2015-04-16 08:13:17,2015-04-16 08:13:17,loader,loader,1,
750,2973,0751,7510,490-91,g̑hu̯en-,to sound,2015-04-16 08:13:17,2015-04-16 08:13:17,loader,loader,1,
751,2974,0752,7520,491,1. g<sup>u̯</sup>hen-,"to swell, abound",2015-04-16 08:13:17,2015-04-16 08:13:17,loader,loader,1,
752,2975,0753,7530,491-93,2. g<sup>u̯</sup>hen(-ə)-,"to hit, strike, <b>fend</b>",2015-04-16 08:13:17,2015-04-16 08:13:17,loader,loader,1,
753,2976,0754,7540,493,g̑hu̯ē̆r-,wild animal,2015-04-16 08:13:19,2015-04-16 08:13:19,loader,loader,1,
754,2977,0755,7550,493-95,g<sup>u̯</sup>her-,"<b>warm</b>, hot",2015-04-16 08:13:20,2015-04-16 08:13:20,loader,loader,1,
755,2978,0756,7560,495,g̑hu̯oig<sup>u̯</sup>-,to shine; star,2015-04-16 08:13:22,2015-04-16 08:13:22,loader,loader,1,
756,2979,0757,7570,495,"g̑hu̯ōk<sup>u̯</sup>-, g̑hu̯ək<sup>u̯</sup>-","to shine, shimmer",2015-04-16 08:13:22,2015-04-16 08:13:22,loader,loader,1,
757,2980,0758,7580,495,g<sup>u̯</sup>hrē-,"to scent, smell",2015-04-16 08:13:22,2015-04-16 08:13:22,loader,loader,1,
758,2981,0759,7590,496,g<sup>u̯</sup>hren-,"diaphragm; mind, soul",2015-04-16 08:13:22,2015-04-16 08:13:22,loader,loader,1,
759,2982,0760,7600,497,hā̆,(surprise: <b>ha</b>! oh!),2015-04-16 08:13:23,2015-04-16 08:13:23,loader,loader,1,
760,2983,0761,7610,497,ha ha!,(laughter),2015-04-16 08:13:23,2015-04-16 08:13:23,loader,loader,1,
761,2984,0762,7620,499,"īl-, īlu-","dirt, mud; black",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
762,2985,0763,7630,499,īli-,"groin, intestines",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
763,2986,0764,7640,501,i̯ā- : i̯ō-,"to punish, be angry, excited",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
764,2987,0765,7650,501,i̯ā-,to go,2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
765,2988,0766,7660,501-2,i̯ag-,"to worship, venerate",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
766,2989,0767,7670,502,i̯agh-,"to hunt, wish for",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
767,2990,0768,7680,502,i̯āi,"(demonstrative stem: one, this, etc.)",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
768,2991,0769,7690,502,"i̯ā̆m-, or i̯em- : i̯<sub>e</sub>m- : i̯ōm-",to dig,2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
769,2992,0770,7700,502,i̯ām,"(demonstrative stem: one, this, etc.)",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
770,2993,0771,7710,502,i̯ē- : i̯ə-,"to do, throw, <b>project</b>",2015-04-16 08:13:24,2015-04-16 08:13:24,loader,loader,1,
771,2994,0772,7720,503,i̯ebh-,to copulate,2015-04-16 08:13:28,2015-04-16 08:13:28,loader,loader,1,
772,2995,0773,7730,503,i̯eg-,"ice, <b>icicle</b>",2015-04-16 08:13:28,2015-04-16 08:13:28,loader,loader,1,
773,2996,0774,7740,503,i̯ēg<sup>u̯</sup>ā,"force, strength",2015-04-16 08:13:28,2015-04-16 08:13:28,loader,loader,1,
774,2997,0775,7750,503-4,i̯ek-,to speak,2015-04-16 08:13:28,2015-04-16 08:13:28,loader,loader,1,
775,2998,0776,7760,504,i̯ēk- : i̯ək-,to heal,2015-04-16 08:13:29,2015-04-16 08:13:29,loader,loader,1,
776,2999,0777,7770,504,"i̯ē̆k<sup>u̯</sup>-r̥(t-), genitive i̯ek<sup>u̯</sup>-n-és",<b>liver</b>,2015-04-16 08:13:29,2015-04-16 08:13:29,loader,loader,1,
777,3000,0778,7780,504-5,iēlo- : i̯əlo-,"raw, unripe",2015-04-16 08:13:30,2015-04-16 08:13:30,loader,loader,1,
778,3001,0779,7790,505,i̯em-,"to hold, match, defeat, <b>geminate</b>; twin",2015-04-16 08:13:30,2015-04-16 08:13:30,loader,loader,1,
779,3002,0780,7800,505-6,"i̯énəter-, weak case i̯<sub>e</sub>nətr-, i̯n̥̄tr-",sister-in-law,2015-04-16 08:13:31,2015-04-16 08:13:31,loader,loader,1,
780,3003,0781,7810,506,i̯ē-ro-,"year, summer",2015-04-16 08:13:31,2015-04-16 08:13:31,loader,loader,1,
781,3004,0782,7820,506,i̯es-,"to boil, foam up",2015-04-16 08:13:31,2015-04-16 08:13:31,loader,loader,1,
782,3005,0783,7830,506-7,i̯et-,"to set out, strive for",2015-04-16 08:13:31,2015-04-16 08:13:31,loader,loader,1,
